Column1,name,location,area_sqft,washrooms,bedrooms,city ,status,price,parking,ac,hardwood_floors,dishwasher,Fireplace,country,roofdeck, storage,pets
3171,"2 BHK Apartment in Paras SeasonsSector 168, Noida","Sector 168, Noida",1100,No Deposit2 bathrooms,2 BHK Rental Property in Sector 168 Noida:,Noida,Semi-FurnishedStatus,"25,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3172,"3 BHK Apartment in The 3C Lotus PanacheSector 110, Noida","Sector 110, Noida",2850,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 110 Noida:,Noida,Semi-FurnishedStatus,"43,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3173,"4 BHK Apartment in Jaypee The Imperial CourtSector 128, Noida","Sector 128, Noida",3750,No Deposit4 bathroomsNorthEast facing,4 BHK Rental Property in Sector 128 Noida:,Noida,Semi-FurnishedStatus,"79,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3174,"2 BHK Apartment in Paras TiereaSector 137, Noida","Sector 137, Noida",1070,No Deposit2 bathroomsNorthWest facing,2 BHK Rental Property in Sector 137 Noida:,Noida,FurnishedStatus,"25,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3175,"2 BHK Apartment in Supertech Cape TownSector 74, Noida","Sector 74, Noida",1150,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Sector 74 Noida:,Noida,FurnishedStatus,"22,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3176,"3 BHK Apartment in Jaypee The Imperial CourtSector 128, Noida","Sector 128, Noida",2650,No Deposit4 bathroomsNorthEast facing,3 BHK Rental Property in Sector 128 Noida:,Noida,Semi-FurnishedStatus,"65,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3177,"3 BHK Apartment in ATS PristineSector 150, Noida","Sector 150, Noida",1750,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 150 Noida:,Noida,Semi-FurnishedStatus,"30,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3178,"1 BHK Independent HouseSector 19, Noida","Sector 19, Noida",950,No Deposit1 bathrooms,1 BHK Rental Property in Sector 19 Noida:,Noida,FurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3179,"3 BHK Apartment in The Antriksh ForestSector 77, Noida","Sector 77, Noida",1385,No Deposit2 bathroomsNorthEast facing,3 BHK Rental Property in Sector 77 Noida:,Noida,Semi-FurnishedStatus,"40,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3180,"2 BHK Apartment in Logix Blossom CountySector 137, Noida","Sector 137, Noida",1131,No Deposit2 bathrooms,2 BHK Rental Property in Sector 137 Noida:,Noida,FurnishedStatus,"36,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3181,"2 BHK Independent HouseSector 26, Noida","Sector 26, Noida",1650,No Deposit2 bathrooms,2 BHK Rental Property in Sector 26 Noida:,Noida,Semi-FurnishedStatus,"23,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3182,"2 BHK Independent FloorSector 19, Noida","Sector 19, Noida",1640,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Sector 19 Noida:,Noida,FurnishedStatus,"25,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3183,"2 BHK Apartment in Jaypee Kensington Park ApartmentsSector 133, Noida","Sector 133, Noida",950,No Deposit2 bathrooms,2 BHK Rental Property in Sector 133 Noida:,Noida,Semi-FurnishedStatus,"9,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3184,"1 RK Studio Apartment in Urbtech XaviersSector 168, Noida","Sector 168, Noida",409,No Deposit1 bathrooms,1 RK Rental Property in Sector 168 Noida:,Noida,FurnishedStatus,"16,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3185,"1 RK Studio Apartment in Supertech EcocitiSector 137, Noida","Sector 137, Noida",500,No DepositNorth facing,1 RK Rental Property in Sector 137 Noida:,Noida,FurnishedStatus,"17,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3186,"2 BHK Apartment in Sikka Kaamna GreensSector 143, Noida","Sector 143, Noida",1045,No Deposit2 bathrooms,2 BHK Rental Property in Sector 143 Noida:,Noida,Semi-FurnishedStatus,"18,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3187,"2 BHK Apartment in Sikka Kaamna GreensSector 143, Noida","Sector 143, Noida",1080,No Deposit2 bathrooms,2 BHK Rental Property in Sector 143 Noida:,Noida,UnfurnishedStatus,"14,250 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3188,"2 BHK Apartment in Amrapali Princely EstateSector 76, Noida","Sector 76, Noida",875,No Deposit2 bathroomsSouth facing,2 BHK Rental Property in Sector 76 Noida:,Noida,Semi-FurnishedStatus,"13,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3189,"1 BHK Apartment in Unitech UnihomesSector 117, Noida","Sector 117, Noida",450,No Deposit2 bathrooms,1 BHK Rental Property in Sector 117 Noida:,Noida,UnfurnishedStatus,"6,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3190,"1 RK Studio Apartment in Reputed Builder Noida Authority Ews FlatsSector 99, Noida","Sector 99, Noida",450,No Deposit2 bathroomsNorthEast facing,1 RK Rental Property in Sector 99 Noida:,Noida,FurnishedStatus,"10,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3191,"3 BHK Apartment in Jaypee KosmosSector 134, Noida","Sector 134, Noida",1220,No Deposit2 bathroomsNorthWest facing,3 BHK Rental Property in Sector 134 Noida:,Noida,Semi-FurnishedStatus,"11,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3192,"1 RK Studio ApartmentSector 75, Noida","Sector 75, Noida",455,No Deposit2 bathroomsNorthEast facing,1 RK Rental Property in Sector 75 Noida:,Noida,Semi-FurnishedStatus,"5,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3193,"2 BHK Independent HouseSector 46, Noida","Sector 46, Noida",2500,No Deposit3 bathroomsNorth facing,2 BHK Rental Property in Sector 46 Noida:,Noida,FurnishedStatus,"30,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3194,"1 RK Studio Apartment in Logix Blossom ZestSector 143, Noida","Sector 143, Noida",495,No Deposit1 bathroomsNorthEast facing,1 RK Rental Property in Sector 143 Noida:,Noida,FurnishedStatus,"14,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3195,"2 BHK Apartment in Logix Blossom GreensSector 143, Noida","Sector 143, Noida",1040,No Deposit2 bathrooms,2 BHK Rental Property in Sector 143 Noida:,Noida,Semi-FurnishedStatus,"14,250 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3196,"4 BHK Independent HouseSector 46, Noida","Sector 46, Noida",3200,No Deposit4 bathroomsNorthEast facing,4 BHK Rental Property in Sector 46 Noida:,Noida,Semi-FurnishedStatus,"45,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3197,"3 BHK Independent HouseSector 46, Noida","Sector 46, Noida",2500,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 46 Noida:,Noida,FurnishedStatus,"35,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3198,"1 BHK Apartment in The Antriksh Kanball 3GSector 77, Noida","Sector 77, Noida",650,No Deposit2 bathroomsNorthEast facing,1 BHK Rental Property in Sector 77 Noida:,Noida,Semi-FurnishedStatus,"8,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3199,"1 BHK Apartment in The Antriksh Kanball 3GSector 77, Noida","Sector 77, Noida",650,No Deposit2 bathroomsNorthEast facing,1 BHK Rental Property in Sector 77 Noida:,Noida,Semi-FurnishedStatus,"8,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3200,"1 BHK Apartment in The Antriksh Kanball 3GSector 77, Noida","Sector 77, Noida",650,No Deposit2 bathroomsNorthEast facing,1 BHK Rental Property in Sector 77 Noida:,Noida,Semi-FurnishedStatus,"8,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3201,"3 BHK Apartment in Reputed Builder Jalvayu TowerSector 47, Noida","Sector 47, Noida",1545,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 47 Noida:,Noida,Semi-FurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3202,"2 BHK Apartment in Reputed Builder Century Apartments MIG FlatsSector 100, Noida","Sector 100, Noida",1250,No Deposit2 bathrooms,2 BHK Rental Property in Sector 100 Noida:,Noida,Semi-FurnishedStatus,"11,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3203,"3 BHK Apartment in Supertech EcocitiSector 137, Noida","Sector 137, Noida",1505,No Deposit2 bathroomsNorthEast facing,3 BHK Rental Property in Sector 137 Noida:,Noida,FurnishedStatus,"30,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3204,"3 BHK Apartment in County CountySector 121, Noida","Sector 121, Noida",1620,No Deposit2 bathroomsNorthEast facing,3 BHK Rental Property in Sector 121 Noida:,Noida,Semi-FurnishedStatus,"46,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3205,"2 BHK Apartment in Exotica FrescoSector 137, Noida","Sector 137, Noida",1110,No Deposit2 bathroomsSouthEast facing,2 BHK Rental Property in Sector 137 Noida:,Noida,Semi-FurnishedStatus,"24,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3206,"3 BHK Apartment in Ajnara Grand HeritageSector 74, Noida","Sector 74, Noida",1690,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 74 Noida:,Noida,Semi-FurnishedStatus,"35,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3207,"5 BHK Apartment in Logix Blossom CountySector 137, Noida","Sector 137, Noida",4400,No Deposit5 bathroomsNorthEast facing,5 BHK Rental Property in Sector 137 Noida:,Noida,FurnishedStatus,1.4 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3208,"3 BHK Apartment in Laureate Parx LaureateSector 108, Noida","Sector 108, Noida",3300,No Deposit4 bathroomsNorthEast facing,3 BHK Rental Property in Sector 108 Noida:,Noida,Semi-FurnishedStatus,"65,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3209,"3 BHK Independent HouseSector 52, Noida","Sector 52, Noida",1500,No Deposit2 bathroomsNorthEast facing,3 BHK Rental Property in Sector 52 Noida:,Noida,Semi-FurnishedStatus,"35,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3210,"3 BHK Apartment in Amrapali Silicon CitySector 76, Noida","Sector 76, Noida",1420,No Deposit2 bathrooms,3 BHK Rental Property in Sector 76 Noida:,Noida,Semi-FurnishedStatus,"28,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3211,"2 BHK Apartment in Ajnara DaffodilSector 137, Noida","Sector 137, Noida",1082,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Sector 137 Noida:,Noida,Semi-FurnishedStatus,"17,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3212,"2 BHK Apartment in Supertech EcocitiSector 137, Noida","Sector 137, Noida",1082,No Deposit2 bathroomsNorthEast facing,2 BHK Rental Property in Sector 137 Noida:,Noida,FurnishedStatus,"28,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3213,"3 BHK Apartment in Gulshan IkebanaSector 143, Noida","Sector 143, Noida",1695,No Deposit3 bathroomsNorthEast facing,3 BHK Rental Property in Sector 143 Noida:,Noida,FurnishedStatus,"40,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3214,"3 BHK Apartment in Mahagun ModerneSector 78, Noida","Sector 78, Noida",1550,No Deposit3 bathrooms,3 BHK Rental Property in Sector 78 Noida:,Noida,Semi-FurnishedStatus,"33,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3215,"4 BHK Apartment in Mahagun MezzariaSector 78, Noida","Sector 78, Noida",3800,No Deposit5 bathroomsNorthEast facing,4 BHK Rental Property in Sector 78 Noida:,Noida,Semi-FurnishedStatus,"85,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3216,"3 BHK Apartment in Jaypee KosmosSector 134, Noida","Sector 134, Noida",1365,No Deposit3 bathrooms,3 BHK Rental Property in Sector 134 Noida:,Noida,Semi-FurnishedStatus,"23,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3217,"3 BHK Apartment in Laureate Parx LaureateSector 108, Noida","Sector 108, Noida",3312,No Deposit4 bathroomsNorthEast facing,3 BHK Rental Property in Sector 108 Noida:,Noida,Semi-FurnishedStatus,"60,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3218,"2 BHK Independent HouseSector 52, Noida","Sector 52, Noida",1200,No Deposit2 bathrooms,2 BHK Rental Property in Sector 52 Noida:,Noida,Semi-FurnishedStatus,"25,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3219,"4 BHK Independent FloorSector 15A, Noida","Sector 15A, Noida",5150,No Deposit5 bathrooms,4 BHK Rental Property in Sector 15A Noida:,Noida,Semi-FurnishedStatus,1.75 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3220,"3 BHK Apartment in ATS One HamletSector 104, Noida","Sector 104, Noida",1759,"96,000 depositavailability immediately3 bathrooms",3 BHK Rental Property in Sector 104 Noida:,Noida,Semi-FurnishedStatus,"48,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3221,"1 BHK Independent HouseSector 29, Noida","Sector 29, Noida",950,No Deposit1 bathrooms,1 BHK Rental Property in Sector 29 Noida:,Noida,FurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3222,"1 RK Studio ApartmentSector 28, Noida","Sector 28, Noida",750,No Deposit1 bathroomsEast facing,1 RK Rental Property in Sector 28 Noida:,Noida,FurnishedStatus,"12,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3223,"3 BHK Apartment in Ambience TivertonSector 50, Noida","Sector 50, Noida",2550,No Deposit4 bathroomsSouthEast facing,3 BHK Rental Property in Sector 50 Noida:,Noida,Semi-FurnishedStatus,"77,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3224,"4 BHK Independent FloorSector 40, Noida","Sector 40, Noida",3800,No Deposit4 bathroomsNorthWest facing,4 BHK Rental Property in Sector 40 Noida:,Noida,FurnishedStatus,"85,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3225,"1 BHK Apartment in Paras TiereaSector 137, Noida","Sector 137, Noida",495,No Deposit1 bathrooms,1 BHK Rental Property in Sector 137 Noida:,Noida,FurnishedStatus,"17,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3226,"3 BHK Independent FloorSector 52, Noida","Sector 52, Noida",2200,No Deposit2 bathrooms,3 BHK Rental Property in Sector 52 Noida:,Noida,Semi-FurnishedStatus,"23,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3227,"4 BHK Apartment in Nimbus Hyde ParkSector 78, Noida","Sector 78, Noida",2380,No Deposit5 bathroomsNorthEast facing,4 BHK Rental Property in Sector 78 Noida:,Noida,Semi-FurnishedStatus,"34,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3228,"7 BHK VillaSector 47, Noida","Sector 47, Noida",7200,No Deposit7 bathroomsNorth facing,7 BHK Rental Property in Sector 47 Noida:,Noida,Semi-FurnishedStatus,2 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3229,"2 BHK Apartment in Reputed Builder Oriental ApartmentSector 62, Noida","Sector 62, Noida",1100,No Deposit2 bathroomsEast facing,2 BHK Rental Property in Sector 62 Noida:,Noida,Semi-FurnishedStatus,"16,500 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3230,"8 BHK Independent HouseSector 51, Noida","Sector 51, Noida",4200,No Deposit9 bathrooms,8 BHK Rental Property in Sector 51 Noida:,Noida,Semi-FurnishedStatus,1 LPrice,not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3231,"3 BHK Apartment in TGB TGB MeghdutamSector 50, Noida","Sector 50, Noida",2250,No Deposit4 bathroomsNorth facing,3 BHK Rental Property in Sector 50 Noida:,Noida,FurnishedStatus,"61,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3232,"2 BHK Apartment in Supertech Cape TownSector 74, Noida","Sector 74, Noida",1082,No Deposit2 bathrooms,2 BHK Rental Property in Sector 74 Noida:,Noida,Semi-FurnishedStatus,"24,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3233,"2 BHK ApartmentSector 168, Noida","Sector 168, Noida",1085,No Deposit2 bathroomsWest facing,2 BHK Rental Property in Sector 168 Noida:,Noida,UnfurnishedStatus,"26,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
3234,"1 BHK Apartment in Paras TiereaSector 137, Noida","Sector 137, Noida",600,No Deposit1 bathroomsNorthEast facing,1 BHK Rental Property in Sector 137 Noida:,Noida,FurnishedStatus,"15,000 Price",not mentioned,yes,not mentioned,1,not mentioned,India,not mentioned,yes,allowed
